Leaving Date,Leaving Reason,Start Date,Division Name,Job Title,Grade Code,Position Reference,FTE,Staff Category,Contract Type,Division Name,Faculty Name,School Name,Subject Group Name,Salary
01/11/2023,Contract Expired,01/05/2023,Deputy Vice-Chancellor,Postgraduate Supervisor,HU07,CHR20896,0,Academic,Occasional Worker,Deputy Vice-Chancellor,"Faculty of Business, Law and Politics",Hull University Business School,Accounting Finance and Economics,
01/11/2023,Contract Expired,29/10/2022,Chief Operating Officer,Student Ambassador,HU01,CHR17989,0,Professional,Occasional Worker,Chief Operating Officer,Student Recruitment and Marketing Directorate,Recruitment and Marketing,Recruitment and Marketing,
01/11/2023,Contract Expired,29/10/2022,Chief Operating Officer,Student Ambassador,HU01,CHR17681,0,Professional,Occasional Worker,Chief Operating Officer,Student Recruitment and Marketing Directorate,Recruitment and Marketing,Recruitment and Marketing,
01/11/2023,Contract Expired,29/10/2022,Chief Operating Officer,Student Ambassador,HU01,CHR17896,0,Professional,Occasional Worker,Chief Operating Officer,Student Recruitment and Marketing Directorate,Recruitment and Marketing,Recruitment and Marketing,
01/11/2023,Contract Expired,19/10/2022,Chief Operating Officer,Student Ambassador,HU01,CHR17513,0,Professional,Occasional Worker,Chief Operating Officer,Global Strategy,Global Strategy,Global Student Recruitment,
01/11/2023,Contract Expired,22/08/2023,Chief Operating Officer,Intern,HU04,CHR21938,0,Professional,Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/11/2023,Contract Expired,02/11/2022,Deputy Vice-Chancellor,Aquarium Maintenance,HU02,CHR17741,0,Professional,Occasional Worker,Deputy Vice-Chancellor,Faculty of Science and Engineering,School of Natural Sciences,Biological Science,
01/11/2023,Contract Expired,27/10/2022,Deputy Vice-Chancellor,Postgraduate Supervisor,HU07,CHR20994,0,Academic,Occasional Worker,Deputy Vice-Chancellor,"Faculty of Business, Law and Politics",Hull University Business School,Logistics and Management Systems,
01/11/2023,Contract Expired,29/10/2022,Chief Operating Officer,Student Ambassador,HU01,CHR19981,0,Professional,Occasional Worker,Chief Operating Officer,Student Recruitment and Marketing Directorate,Recruitment and Marketing,Recruitment and Marketing,
01/11/2023,Contract Expired,11/10/2021,Chief Operating Officer,Student Ambassador,HU01,CHR15038,0,Professional,Occasional Worker,Chief Operating Officer,Student Recruitment and Marketing Directorate,Recruitment and Marketing,Recruitment and Marketing,
01/11/2023,Contract Expired,01/09/2022,Chief Operating Officer,Student Ambassador,HU01,CHR20197,0,Professional,Occasional Worker,Chief Operating Officer,Student Recruitment and Marketing Directorate,Recruitment and Marketing,Recruitment and Marketing,
01/11/2023,Contract Expired,29/10/2022,Chief Operating Officer,Student Ambassador,HU01,CHR19795,0,Professional,Occasional Worker,Chief Operating Officer,Student Recruitment and Marketing Directorate,Recruitment and Marketing,Recruitment and Marketing,
01/11/2023,Contract Expired,11/10/2021,Chief Operating Officer,Student Ambassador,HU01,CHR15347,0,Professional,Occasional Worker,Chief Operating Officer,Student Recruitment and Marketing Directorate,Recruitment and Marketing,Recruitment and Marketing,
01/11/2023,Contract Expired,01/05/2023,Deputy Vice-Chancellor,Postgraduate Supervisor,HU07,CHR20898,0,Academic,Occasional Worker,Deputy Vice-Chancellor,"Faculty of Business, Law and Politics",Hull University Business School,Accounting Finance and Economics,
01/11/2023,Contract Expired,01/05/2023,Deputy Vice-Chancellor,Postgraduate Supervisor,HU07,CHR21050,0,Academic,Occasional Worker,Deputy Vice-Chancellor,"Faculty of Business, Law and Politics",Hull University Business School,Marketing Management and Business Strategy,
01/11/2023,Contract Expired,21/08/2023,Chief Operating Officer,Intern,HU04,CHR21836,0,Professional,Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/11/2023,Resigned,01/08/2002,Deputy Vice-Chancellor,Lecturer,HU08,CHRD006165,0,Academic,Casual,Deputy Vice-Chancellor,Faculty of Science and Engineering,School of Natural Sciences,Chemistry,
01/11/2023,Resigned,01/01/2006,Deputy Vice-Chancellor,Lecturer,HU08,CHRD006166,0,Academic,Casual,Deputy Vice-Chancellor,Faculty of Science and Engineering,School of Natural Sciences,Chemistry,
01/11/2023,Contract Expired,29/10/2022,Chief Operating Officer,Student Ambassador,HU01,CHR17773,0,Professional,Occasional Worker,Chief Operating Officer,Student Recruitment and Marketing Directorate,Recruitment and Marketing,Recruitment and Marketing,
01/11/2023,Resigned,01/02/2002,Deputy Vice-Chancellor,Lecturer,HU08,CHRD006164,0,Academic,Casual,Deputy Vice-Chancellor,Faculty of Science and Engineering,School of Natural Sciences,Chemistry,
01/11/2023,Contract Expired,18/07/2023,Deputy Vice-Chancellor,(DC) External Examiner,,CHR21819,0,Academic,External Agreement,Deputy Vice-Chancellor,Faculty of Health Sciences,Hull York Medical School,Centre for Biomedicine,
01/11/2023,Contract Expired,07/08/2023,Chief Operating Officer,Intern,HU04,CHR21805,0,Professional,Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/11/2023,Contract Expired,01/10/2019,Deputy Vice-Chancellor,Postgraduate Supervisor,HU07,CHR20899,0,Academic,Occasional Worker,Deputy Vice-Chancellor,"Faculty of Business, Law and Politics",Hull University Business School,Accounting Finance and Economics,
01/11/2023,Contract Expired,09/05/2023,Deputy Vice-Chancellor,Postgraduate Supervisor,HU07,CHR21048,0,Academic,Occasional Worker,Deputy Vice-Chancellor,"Faculty of Business, Law and Politics",Hull University Business School,Marketing Management and Business Strategy,
01/11/2023,Contract Expired,01/05/2023,Deputy Vice-Chancellor,Postgraduate Supervisor,HU07,CHR21046,0,Academic,Occasional Worker,Deputy Vice-Chancellor,"Faculty of Business, Law and Politics",Hull University Business School,Marketing Management and Business Strategy,
01/11/2023,Contract Expired,27/04/2023,Deputy Vice-Chancellor,(DC) External Examiner,,CHR20854,0,Academic,External Agreement,Deputy Vice-Chancellor,Faculty of Science and Engineering,School of Engineering,Chemical Engineering,
03/11/2023,Non Staff End Date,02/10/2023,NS-Deputy Vice-Chancellor,Visiting International Academic,,CHR22214,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,"NS-Faculty of Business, Law and Politics",NS-Faculty of Business Law and Politics Office,NS-Faculty of Business Law and Politics Office,
03/11/2023,Resigned,08/02/2023,Deputy Vice-Chancellor,Administrator,HU04,CHR17288,0.8,Professional,Fixed Term,Deputy Vice-Chancellor,Faculty of Science and Engineering,Faculty of Science and Engineering Office,Faculty of Science and Engineering Office,25138
05/11/2023,Non Staff End Date,15/06/2023,NS-Research and Enterprise,Contract or Agency Staff working alongside UOH Staff,,CHR21270,0,Professional,Non Staff,NS-Research and Enterprise,NS-PVC Research and Enterprise Office,NS-PVC Research and Enterprise Office,NS-PVC Research and Enterprise Office,
06/11/2023,Resigned,03/10/2011,Chief Operating Officer,Site Services Assistant,HU03,CHR11742,1,Professional,Continuing,Chief Operating Officer,Infrastructure Services,Facilities and Accommodation,Halls of Residence Cleaning and Portering,23144
08/11/2023,Resigned,21/09/2015,Chief Operating Officer,International Recruitment Administrator,HU04,CHR12754,0.51,Professional,Continuing,Chief Operating Officer,Global Strategy,Global Strategy,Global Student Recruitment,25742
09/11/2023,Resigned,02/01/2020,Chief Operating Officer,Schools and Colleges Engagement Assistant,HU04,CHREST175,1,Professional,Continuing,Chief Operating Officer,Student Recruitment and Marketing Directorate,Schools and Colleges Engagement,Schools and Colleges Engagement,25138
10/11/2023,Non Staff End Date,10/11/2020,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHRNS1850,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Arts Cultures and Education,NS-School of Education,NS-Teacher Education,
10/11/2023,Non Staff End Date,10/11/2020,NS-Education,University of Hull Online,,CHRNS0346,0,Professional,Non Staff,NS-Education,NS-Education,NS-PVC Education,NS-PVC Education Office,
10/11/2023,Non Staff End Date,08/05/2023,NS-Chief Operating Officer,Contractor,,CHR20913,0,Professional,Non Staff,NS-Chief Operating Officer,NS-COO Office,NS-COO Office,NS-COO Office,
10/11/2023,Non Staff End Date,15/05/2023,NS-Chief Operating Officer,Business Visitor,,CHR21001,0,Professional,Non Staff,NS-Chief Operating Officer,NS-Infrastructure Services,"NS-Programme, Space and Property Management",NS-Project Management,
13/11/2023,Resigned,13/03/2023,Chief Operating Officer,Student Enquiry and Engagement Lead (Band 5),HU05,CHR22529,1,Professional,Continuing,Chief Operating Officer,Academic Services,Service Centre,Service Centre,27979
15/11/2023,Contract Expired,16/01/2023,Deputy Vice-Chancellor,Post Doctoral Research Assistant,HU07,CHR19884,1,Academic,Fixed Term,Deputy Vice-Chancellor,"Faculty of Business, Law and Politics",Hull University Business School,Logistics and Management Systems,44263
16/11/2023,Resigned,22/11/2021,Chief Operating Officer,Executive Director of Student Recruitment and Marketing,HU10,CHR09060,1,Professional,Continuing,Chief Operating Officer,Student Recruitment and Marketing Directorate,Directors Office (Student Recruitment and Marketing),Directors Office (Student Recruitment and Marketing),100391
16/11/2023,Non Staff End Date,18/09/2023,NS-Deputy Vice-Chancellor,Student Visitor,,CHR22178,0,Professional,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Science and Engineering,NS-School of Natural Sciences,NS-Chemistry,
19/11/2023,Contract Expired,24/04/2023,Deputy Vice-Chancellor,"Research, Development & Innovation Project Leader (KTP Associate)",HU05,CHR20684,1,Professional,Fixed Term,Deputy Vice-Chancellor,Faculty of Science and Engineering,School of Computer Science,Computer Science,27979
19/11/2023,Non Staff End Date,14/06/2022,NS-Research and Enterprise,Visiting Academic,,CHRNS0569,0,Professional,Non Staff,NS-Research and Enterprise,NS-Institutes,NS-Energy and Environmental Institute,NS-Energy and Environment Institute,
23/11/2023,Dismissed,02/03/2016,Deputy Vice-Chancellor,Clinical Tutor,NHS8A,CHRDCY054,0.4,Academic,Continuing,Deputy Vice-Chancellor,Faculty of Health Sciences,School of Psychology and Social Work,Clinical Psychology,57349
24/11/2023,Resigned,20/09/2021,Deputy Vice-Chancellor,Laboratory Technician (Physiology),HU05,CHR08221,1,Professional,Continuing,Deputy Vice-Chancellor,Faculty of Health Sciences,Faculty of Health Sciences Office,Faculty of Health Sciences Office,24871
25/11/2023,Non Staff End Date,26/11/2020,NS-Deputy Vice-Chancellor,NHS Staff,,CHRNS0118,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Health Sciences,NS-School of Nursing and Midwifery,NS-Nursing and Midwifery,
27/11/2023,Resigned,03/07/2023,NS-Central,Student Union Staff,,CHR21536,0,Professional,Non Staff,NS-Central,NS-External Organisations,NS-Student Union,NS-Student Union,
30/11/2023,Voluntary Redundancy,30/03/2017,Chief Financial Officer,Management Accountant,HU06,CHR10885,1,Professional,Continuing,Chief Financial Officer,Finance Directorate,Finance Directorate,Finance Office,34980
30/11/2023,Resigned,02/12/2015,Deputy Vice-Chancellor,Clinical Tutor,NHS8B,CHR14220,0.4,Academic,Continuing,Deputy Vice-Chancellor,Faculty of Health Sciences,School of Psychology and Social Work,Clinical Psychology,58972
30/11/2023,Non Staff End Date,01/12/2020,NS-Deputy Vice-Chancellor,Honorary Research Fellow,,CHRNS1703,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Arts Cultures and Education,NS-School of Humanities,NS-History,
30/11/2023,Voluntary Redundancy,02/04/2007,Chief Financial Officer,Management Accountant,HU06,CHR10883,1,Professional,Continuing,Chief Financial Officer,Finance Directorate,Finance Directorate,Finance Office,36024
30/11/2023,Non Staff End Date,16/05/2017,NS-Chief Operating Officer,Tenant Company,,CHRNS0099,0,Professional,Non Staff,NS-Chief Operating Officer,NS-Infrastructure Services,NS-Facilities and Accommodation,NS-Facilities and Security Services,
30/11/2023,Resigned,01/11/2021,Chief Operating Officer,Development Researcher & Projects Coordinator,HU05,CHR15018,1,Professional,Continuing,Chief Operating Officer,Research Commercialisation and Knowledge Exchange Services,Research Development,Research Development,27979
01/12/2023,Contract Expired,31/08/2023,Chief Operating Officer,Intern,HU04,CHR21957,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Contract Expired,16/08/2023,Chief Operating Officer,Intern,HU04,CHR21880,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Contract Expired,14/08/2023,Chief Operating Officer,Intern,HU04,CHR21848,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Non Staff End Date,01/12/2022,NS-Research and Enterprise,Visiting Academic,,CHRNS0720,0,Academic,Non Staff,NS-Research and Enterprise,NS-Institutes,NS-Energy and Environmental Institute,NS-Energy and Environment Institute,
01/12/2023,Contract Expired,14/03/2023,Deputy Vice-Chancellor,(DC) External Examiner,,CHR20309,0,Academic,External Agreement,Deputy Vice-Chancellor,Faculty of Health Sciences,School of Sport Exercise and Rehabilitation Sciences,Sport Health and Exercise Science (SHES),
01/12/2023,Contract Expired,04/09/2023,Chief Operating Officer,Intern,HU04,CHR21898,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Contract Expired,21/11/2022,Deputy Vice-Chancellor,Guest Speaker,HU07,CHR17886,0,Professional,Occasional Worker,Deputy Vice-Chancellor,Faculty of Health Sciences,School of Sport Exercise and Rehabilitation Sciences,Nutrition and Dietetics,
01/12/2023,Contract Expired,04/09/2023,Chief Operating Officer,Intern,HU04,CHR21844,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Contract Expired,14/08/2023,Chief Operating Officer,Intern,HU04,CHR21859,0,Professional,Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Contract Expired,11/09/2023,Chief Operating Officer,Intern,HU04,CHR22049,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Contract Expired,01/11/2023,Research and Enterprise,PG Demonstrator,HU06,CHR22916,0,Academic,Occasional Worker,Research and Enterprise,Institutes,Energy and Environmental Institute,Energy and Environment Institute,
01/12/2023,Contract Expired,04/09/2023,Chief Operating Officer,Intern,HU04,CHR21930,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Contract Expired,02/12/2020,Deputy Vice-Chancellor,Postgraduate Supervisor,HU07,CHR19812,0,Academic,Short Term Occasional Worker,Deputy Vice-Chancellor,"Faculty of Business, Law and Politics",Hull University Business School,Marketing Management and Business Strategy,
01/12/2023,Contract Expired,04/09/2023,Chief Operating Officer,Intern,HU04,CHR21975,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Contract Expired,08/09/2023,Chief Operating Officer,Intern,HU04,CHR21977,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Contract Expired,05/06/2023,Deputy Vice-Chancellor,(DC) External Examiner,,CHR21193,0,Academic,External Agreement,Deputy Vice-Chancellor,Faculty of Health Sciences,School of Psychology and Social Work,Clinical Psychology,
01/12/2023,Contract Expired,01/09/2023,Chief Operating Officer,Intern,HU04,CHR21962,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Contract Expired,01/11/2022,Deputy Vice-Chancellor,Invigilator,HU03,CHR17651,0,Professional,Occasional Worker,Deputy Vice-Chancellor,Faculty of Health Sciences,Hull York Medical School,Hull York Medical School,
01/12/2023,Non Staff End Date,10/05/2023,NS-Deputy Vice-Chancellor,NHS Staff,,CHR20935,0,Professional,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Health Sciences,NS-Hull York Medical School,NS-Wolfson Palliative Care Research Group,
01/12/2023,Contract Expired,01/06/2022,Deputy Vice-Chancellor,(DC) External Examiner,,CHR16681,0,Academic,External Agreement,Deputy Vice-Chancellor,Faculty of Arts Cultures and Education,School of Humanities,Creative Writing,
01/12/2023,Contract Expired,06/09/2023,Chief Operating Officer,Intern,HU04,CHR22022,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Contract Expired,01/10/2019,Deputy Vice-Chancellor,External Examiner,,CHR09970,0,Academic,External Agreement,Deputy Vice-Chancellor,Faculty of Arts Cultures and Education,"School of Criminology, Sociology and Policing",Sociology,
01/12/2023,Contract Expired,04/09/2023,Chief Operating Officer,Intern,HU04,CHR21972,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Contract Expired,01/10/2019,Deputy Vice-Chancellor,External Examiner,,CHR09683,0,Academic,External Agreement,Deputy Vice-Chancellor,Faculty of Science and Engineering,School of Natural Sciences,Chemistry,
01/12/2023,Contract Expired,01/10/2019,Deputy Vice-Chancellor,External Examiner,,CHR09706,0,Academic,External Agreement,Deputy Vice-Chancellor,Faculty of Health Sciences,School of Sport Exercise and Rehabilitation Sciences,Sport Health and Exercise Science (SHES),
01/12/2023,Contract Expired,01/10/2019,Deputy Vice-Chancellor,External Examiner,,CHR09516,0,Academic,External Agreement,Deputy Vice-Chancellor,Faculty of Science and Engineering,School of Environmental Sciences,Marine Science,
01/12/2023,Contract Expired,04/09/2023,Chief Operating Officer,Intern,HU04,CHR21974,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Contract Expired,01/01/2019,Deputy Vice-Chancellor,External Examiner,,CHR10710,0,Academic,External Agreement,Deputy Vice-Chancellor,Faculty of Science and Engineering,School of Environmental Sciences,Geography and Environment,
01/12/2023,Contract Expired,29/08/2023,Chief Operating Officer,Intern,HU04,CHR21922,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Contract Expired,01/10/2019,Deputy Vice-Chancellor,External Examiner,,CHR12390,0,Academic,External Agreement,Deputy Vice-Chancellor,Faculty of Arts Cultures and Education,School of Education,Education Studies,
01/12/2023,Contract Expired,06/11/2023,Chief Operating Officer,Summer School Tutor,HU07,CHR22712,0,Academic,Short Term Occasional Worker,Chief Operating Officer,Global Strategy,Global Strategy,Global Experience Office,
01/12/2023,Contract Expired,06/11/2023,Deputy Vice-Chancellor,Research Assistant,HU06,CHR22726,0,Academic,Short Term Occasional Worker,Deputy Vice-Chancellor,"Faculty of Business, Law and Politics",Faculty of Business Law and Politics Office,Faculty of Business Law and Politics Office,
01/12/2023,Contract Expired,29/10/2022,Chief Operating Officer,Student Ambassador,HU01,CHR17645,0,Professional,Occasional Worker,Chief Operating Officer,Student Recruitment and Marketing Directorate,Recruitment and Marketing,Recruitment and Marketing,
01/12/2023,Contract Expired,24/08/2023,Deputy Vice-Chancellor,(DC) External Examiner,,CHR22047,0,Academic,External Agreement,Deputy Vice-Chancellor,Faculty of Science and Engineering,School of Natural Sciences,Biological Science,
01/12/2023,Contract Expired,01/10/2019,Deputy Vice-Chancellor,External Examiner,,CHR11898,0,Academic,External Agreement,Deputy Vice-Chancellor,Faculty of Arts Cultures and Education,School of Education,Education Studies,
01/12/2023,Contract Expired,01/09/2023,Chief Operating Officer,Intern,HU04,CHR21964,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Contract Expired,19/06/2023,Chief People Officer,Administrator,HU03,CHR21237,0,Professional,Short Term Occasional Worker,Chief People Officer,Human Resources,Operational HR Services,Employee Support Team,
01/12/2023,Contract Expired,21/11/2022,Deputy Vice-Chancellor,Modular/Ad-Hoc Sessions Lecturer,M02,CHR20104,0,Academic,Short Term Occasional Worker,Deputy Vice-Chancellor,Faculty of Health Sciences,Hull York Medical School,Hull York Medical School,
01/12/2023,Contract Expired,21/03/2023,Deputy Vice-Chancellor,(DC) External Examiner,,CHR20345,0,Academic,External Agreement,Deputy Vice-Chancellor,Faculty of Science and Engineering,School of Environmental Sciences,Geology,
01/12/2023,Resigned,16/10/2023,NS-Chief Operating Officer,Security (AMS),,CHR22703,0,Professional,Non Staff,NS-Chief Operating Officer,NS-Infrastructure Services,NS-Facilities and Accommodation,NS-Facilities and Security Services,
01/12/2023,Contract Expired,04/09/2023,Chief Operating Officer,Intern,HU04,CHR21968,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Contract Expired,03/11/2023,Chief Operating Officer,Student Ambassador,HU01,CHR22782,0,Professional,Occasional Worker,Chief Operating Officer,Global Strategy,Global Strategy,Global Student Recruitment,
01/12/2023,Contract Expired,15/05/2023,Research and Enterprise,Intern,HU04,CHR20920,0,Professional,Short Term Occasional Worker,Research and Enterprise,Institutes,Energy and Environmental Institute,Energy and Environment Institute,
01/12/2023,Contract Expired,21/08/2023,Chief Operating Officer,Intern,HU04,CHR21887,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Contract Expired,04/09/2023,Chief Operating Officer,Intern,HU04,CHR22015,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Contract Expired,13/09/2023,Chief Operating Officer,Intern,HU04,CHR22031,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Contract Expired,04/09/2023,Chief Operating Officer,Intern,HU04,CHR22010,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Contract Expired,22/11/2023,Research and Enterprise,PG Demonstrator,HU06,CHR22914,0,Academic,Occasional Worker,Research and Enterprise,Institutes,Energy and Environmental Institute,Energy and Environment Institute,
01/12/2023,Contract Expired,01/09/2023,Chief Operating Officer,Intern,HU04,CHR21929,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Contract Expired,29/10/2022,Chief Operating Officer,Student Ambassador,HU01,CHR18001,0,Professional,Occasional Worker,Chief Operating Officer,Student Recruitment and Marketing Directorate,Recruitment and Marketing,Recruitment and Marketing,
01/12/2023,Contract Expired,15/05/2023,Research and Enterprise,Intern,HU04,CHR20918,0,Professional,Short Term Occasional Worker,Research and Enterprise,Institutes,Energy and Environmental Institute,Energy and Environment Institute,
01/12/2023,Contract Expired,29/10/2022,Chief Operating Officer,Student Ambassador,HU01,CHR17597,0,Professional,Occasional Worker,Chief Operating Officer,Student Recruitment and Marketing Directorate,Recruitment and Marketing,Recruitment and Marketing,
01/12/2023,Contract Expired,29/10/2022,Chief Operating Officer,Student Ambassador,HU01,CHR17538,0,Professional,Occasional Worker,Chief Operating Officer,Student Recruitment and Marketing Directorate,Recruitment and Marketing,Recruitment and Marketing,
01/12/2023,Contract Expired,12/07/2023,Deputy Vice-Chancellor,Invigilator,HU03,CHR21705,0,Professional,Occasional Worker,Deputy Vice-Chancellor,Faculty of Health Sciences,Hull York Medical School,Hull York Medical School,
01/12/2023,Contract Expired,01/09/2023,Chief Operating Officer,Intern,HU04,CHR21888,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Contract Expired,29/10/2022,Chief Operating Officer,Student Ambassador,HU01,CHR17450,0,Professional,Occasional Worker,Chief Operating Officer,Student Recruitment and Marketing Directorate,Recruitment and Marketing,Recruitment and Marketing,
01/12/2023,Contract Expired,02/03/2023,Deputy Vice-Chancellor,(DC) External Examiner,,CHR20287,0,Academic,External Agreement,Deputy Vice-Chancellor,Faculty of Science and Engineering,School of Environmental Sciences,Geography and Environment,
01/12/2023,Contract Expired,05/06/2023,Chief Operating Officer,Intern,HU04,CHR21890,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Contract Expired,11/08/2023,Deputy Vice-Chancellor,(DC) External Examiner,,CHR21944,0,Academic,External Agreement,Deputy Vice-Chancellor,Faculty of Health Sciences,School of Sport Exercise and Rehabilitation Sciences,Sport Health and Exercise Science (SHES),
01/12/2023,Contract Expired,01/05/2023,Deputy Vice-Chancellor,Postgraduate Supervisor,HU07,CHR21019,0,Academic,Short Term Occasional Worker,Deputy Vice-Chancellor,"Faculty of Business, Law and Politics",Hull University Business School,Marketing Management and Business Strategy,
01/12/2023,Contract Expired,01/11/2022,Deputy Vice-Chancellor,Invigilator,HU03,CHR17665,0,Professional,Occasional Worker,Deputy Vice-Chancellor,Faculty of Health Sciences,Hull York Medical School,Hull York Medical School,
01/12/2023,Contract Expired,29/10/2022,Chief Operating Officer,Student Ambassador,HU01,CHR19792,0,Professional,Occasional Worker,Chief Operating Officer,Student Recruitment and Marketing Directorate,Recruitment and Marketing,Recruitment and Marketing,
01/12/2023,Contract Expired,15/05/2023,Research and Enterprise,Intern,HU04,CHR20975,0,Professional,Short Term Occasional Worker,Research and Enterprise,Institutes,Energy and Environmental Institute,Energy and Environment Institute,
01/12/2023,Contract Expired,04/09/2023,Chief Operating Officer,Intern,HU04,CHR21893,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Non Staff End Date,01/12/2019,NS-Deputy Vice-Chancellor,Tenant Company,,CHRNS0255,0,Professional,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Health Sciences,NS-School of Psychology and Social Work,NS-Psychology,
01/12/2023,Contract Expired,01/10/2019,Deputy Vice-Chancellor,External Examiner,,CHR10338,0,Academic,External Agreement,Deputy Vice-Chancellor,Faculty of Science and Engineering,School of Environmental Sciences,Geography and Environment,
01/12/2023,Contract Expired,04/09/2023,Chief Operating Officer,Intern,HU04,CHR21973,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Contract Expired,04/09/2023,Chief Operating Officer,Intern,HU04,CHR21876,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Contract Expired,01/11/2022,Deputy Vice-Chancellor,Chief Invigilator,HU04,CHR17664,0,Professional,Occasional Worker,Deputy Vice-Chancellor,Faculty of Health Sciences,Hull York Medical School,Hull York Medical School,
01/12/2023,Contract Expired,01/11/2022,Deputy Vice-Chancellor,Invigilator,HU03,CHR17663,0,Professional,Occasional Worker,Deputy Vice-Chancellor,Faculty of Health Sciences,Hull York Medical School,Hull York Medical School,
01/12/2023,Contract Expired,01/09/2023,Chief Operating Officer,Intern,HU04,CHR21966,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Contract Expired,21/08/2023,Chief Financial Officer,General Assistant,HU04,CHR21950,0,Professional,Short Term Occasional Worker,Chief Financial Officer,Commercial Services,Hull Sport,Hull Sport,
01/12/2023,Contract Expired,04/09/2023,Chief Operating Officer,Intern,HU04,CHR21976,0,Professional,Short Term Occasional Worker,Chief Operating Officer,Academic Services,Student Mobility,Student Mobility,
01/12/2023,Contract Expired,19/10/2022,Chief Operating Officer,Student Ambassador,HU01,CHR17696,0,Professional,Occasional Worker,Chief Operating Officer,Global Strategy,Global Strategy,Global Student Recruitment,
01/12/2023,Contract Expired,02/10/2023,Deputy Vice-Chancellor,Modular/Ad-Hoc Sessions Lecturer,HU06,CHR22425,0,Academic,Short Term Occasional Worker,Deputy Vice-Chancellor,Faculty of Health Sciences,School of Nursing and Midwifery,Nursing and Midwifery,
03/12/2023,Resigned,22/04/2023,Chief Financial Officer,Chef,HU04,CHR17815,1,Professional,Continuing,Chief Financial Officer,Commercial Services,Catering and Events,Hull Campus Commercial Services,25138
